Datum,IntensivbettenGesamt,IntensivbettenBelegt,IntensivBettenFrei,COVID19FaelleAktuell,COVID19FaelleBeatmet,Quelle
1594508400,32235,20903,11332,250,125,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594512000,32173,20850,11323,250,125,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594515600,32171,20852,11319,250,125,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594519200,32171,20852,11319,251,125,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594522800,32171,20851,11320,251,125,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594526400,32171,20841,11330,251,125,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594530000,32180,20828,11352,251,125,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594533600,32128,20671,11457,250,125,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594537200,32051,20456,11595,249,125,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594540800,32042,20353,11689,252,126,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594544400,32061,20325,11736,253,126,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594548000,32064,20281,11783,253,125,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594551600,32052,20236,11816,252,124,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594555200,32048,20237,11811,253,124,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594558800,32050,20231,11819,253,124,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594562400,32048,20231,11817,253,124,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594566000,32046,20228,11818,253,124,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594569600,32046,20229,11817,253,124,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594573200,31958,20200,11758,253,124,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594576800,31552,19913,11639,249,121,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594580400,31353,19773,11580,249,121,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594584000,31144,19620,11524,245,117,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594587600,31032,19553,11479,243,116,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594591200,30985,19519,11466,243,116,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594594800,30912,19473,11439,243,116,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594598400,30903,19472,11431,243,116,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594605600,30896,19468,11428,243,116,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594609200,30848,19430,11418,242,116,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594612800,30845,19421,11424,242,116,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594616400,30945,19509,11436,243,116,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594620000,31252,19640,11612,246,122,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594623600,31565,19800,11765,252,125,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594627200,31719,19884,11835,260,128,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594630800,31787,19915,11872,258,128,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594634400,32135,20162,11973,264,130,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594638000,32171,20201,11970,264,130,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594641600,32187,20211,11976,264,130,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594645200,32200,20217,11983,264,130,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594648800,32218,20227,11991,263,130,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594652400,32218,20228,11990,263,130,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594656000,32225,20230,11995,263,130,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594659600,32238,20239,11999,263,130,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594666800,32225,20231,11994,263,130,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594670400,32214,20224,11990,263,130,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594674000,32202,20217,11985,263,130,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594677600,32182,20204,11978,263,130,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594681200,32180,20204,11976,263,130,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594684800,32177,20200,11977,263,130,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594688400,32175,20197,11978,263,130,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594692000,32175,20198,11977,263,130,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594695600,32174,20192,11982,263,130,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594699200,32180,20210,11970,266,132,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594702800,32208,20361,11847,266,132,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594706400,32266,20576,11690,264,130,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594710000,32305,20732,11573,262,129,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594713600,32361,20924,11437,268,128,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594717200,32360,20961,11399,266,127,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594720800,32362,21004,11358,266,125,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594724400,32359,21005,11354,266,125,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594728000,32362,21012,11350,266,125,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594731600,32432,21067,11365,266,125,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594735200,32447,21083,11364,266,125,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594738800,32437,21072,11365,266,125,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594742400,32437,21069,11368,266,125,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594746000,32444,21065,11379,266,125,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594749600,32424,21071,11353,266,125,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594753200,32406,21057,11349,266,125,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594756800,32400,21050,11350,265,125,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594760400,32406,21056,11350,265,125,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594767600,32406,21067,11339,265,125,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594771200,32387,21057,11330,265,125,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594785600,32380,21055,11325,265,126,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594789200,32376,21136,11240,261,127,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594792800,32374,21243,11131,264,126,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594796400,32424,21372,11052,253,124,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594800000,32482,21448,11034,256,122,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594803600,32495,21503,10992,251,120,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594807200,32512,21483,11029,248,120,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594810800,32521,21483,11038,248,120,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594814400,32519,21476,11043,248,120,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594818000,32519,21478,11041,248,120,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594821600,32520,21479,11041,248,120,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594825200,32538,21486,11052,248,120,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594828800,32539,21487,11052,248,120,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594832400,32533,21483,11050,248,120,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594836000,32532,21482,11050,248,120,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594843200,32489,21466,11023,248,120,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594846800,32471,21458,11013,248,120,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594854000,32490,21470,11020,248,120,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594857600,32490,21467,11023,248,120,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594861200,32490,21468,11022,248,120,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594864800,32504,21467,11037,248,120,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594872000,32503,21460,11043,248,119,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594875600,32546,21532,11014,247,117,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594879200,32518,21527,10991,249,118,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594882800,32539,21545,10994,254,117,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594886400,32517,21568,10949,258,121,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594890000,32526,21565,10961,254,121,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594893600,32514,21525,10989,255,121,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594897200,32512,21525,10987,256,121,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594900800,32525,21531,10994,255,121,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594904400,32524,21528,10996,255,121,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594908000,32521,21529,10992,256,121,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594911600,32536,21546,10990,256,121,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594918800,32536,21544,10992,256,121,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594922400,32534,21546,10988,256,121,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594926000,32432,21473,10959,255,120,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594929600,32483,21517,10966,256,121,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594933200,32485,21514,10971,256,121,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594936800,32478,21509,10969,256,121,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594940400,32474,21505,10969,256,121,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594944000,32469,21498,10971,256,121,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594947600,32469,21501,10968,256,121,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594954800,32469,21503,10966,256,121,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594958400,32473,21513,10960,254,120,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594962000,32470,21541,10929,256,120,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594965600,32505,21580,10925,257,120,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594969200,32526,21631,10895,249,116,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594972800,32580,21619,10961,249,117,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594976400,32580,21580,11000,251,117,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594980000,32582,21577,11005,249,118,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594983600,32579,21568,11011,249,118,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594987200,32585,21560,11025,249,118,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594990800,32570,21553,11017,249,118,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594994400,32567,21550,11017,249,118,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1594998000,32571,21547,11024,249,118,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1595001600,32573,21548,11025,249,118,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1595005200,32573,21547,11026,249,118,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1595008800,32547,21527,11020,249,118,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1595012400,32544,21529,11015,249,118,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1595016000,32544,21525,11019,249,118,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1595019600,32520,21517,11003,249,118,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1595023200,32509,21509,11000,249,118,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1595026800,32499,21502,10997,249,118,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1595030400,32522,21511,11011,249,118,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1595034000,32522,21512,11010,249,118,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1595037600,32507,21505,11002,248,117,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1595041200,32492,21495,10997,248,117,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1595044800,32490,21490,11000,248,117,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1595048400,32502,21469,11033,246,117,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1595052000,32492,21421,11071,246,115,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1595055600,32507,21350,11157,247,113,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1595062800,32443,21243,11200,248,114,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1595066400,32403,21147,11256,247,116,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1595070000,32408,21128,11280,247,115,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1595073600,32404,21107,11297,247,115,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1595077200,32407,21106,11301,246,115,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1595080800,32404,21094,11310,246,115,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1595084400,32405,21095,11310,246,115,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1595088000,32391,21081,11310,246,115,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1595091600,32372,21064,11308,246,115,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1595095200,32352,21041,11311,245,114,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1595098800,32267,20979,11288,241,111,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1595102400,32255,20964,11291,241,111,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1595106000,32255,20965,11290,241,111,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1595109600,32255,20961,11294,241,111,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1595113200,32243,20949,11294,241,111,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1595116800,32247,20954,11293,242,112,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
